Name,Address,Suburb,Postcode,Latitude,Longtitude
Thomas Street station,Tallon Street,Sadliers Crossing,4305,-27.614837,152.74568
Thorneside station,Railway Parade,Thorneside,4158,-27.486204,153.19311
Toombul station,Collins Street,Nundah,4012,-27.407459,153.05922
Toowong station,Sherwood Road,Toowong,4066,-27.485482,152.99303
Traveston,Howe Road,Traveston,4570,-26.320934,152.78389
Trinder Park station,Railway Parade,Trinder Park,4114,-27.63188,153.09789
Varsity Lakes station,Corner Scottsdale Drive and Cormandel Lane,Varsity Lakes,4227,-28.097308,153.39954
Virginia  station,4 Wellington Street,Virginia,4014,-27.382749,153.06312
Wacol  station,Wilruna Street,Wacol ,4076,-27.589176,152.92467
Walloon  station,Station Lane,Walloon,4306,-27.607341,152.66761
Wellington Point station,Station Street,Wellington Point,4160,-27.494341,153.24167
Wilston  station,Newmarket Road,Wilston,4051,-27.436244,153.0195
Windsor  station,Eildon Road,Windsor,4030,-27.435218,153.0293
Woodridge  station,Station Road,Woodridge,4114,-27.637919,153.10412
Wooloowin  station,Hudson Street,Wooloowin ,4030,-27.419844,153.0435
Woombye  station,Blackall Street,Woombye,4559,-26.660704,152.96278
Wulkaraka  station,Grace Street,Wulkaraka,4305,-27.613518,152.73231
Wynnum  station,Thorn Street,Wynnum,4178,-27.4395,153.16602
Wynnum Central station,Ronald Street,Wynnum Central,4178,-27.445752,153.17077
Wynnum North station,Cameron Parade,Wynnum North,4178,-27.437112,153.15821
Yandina,Railway Street,Yandina,4561,-26.560647,152.95809
Yeerongpilly  station,67 Wilkie Street,Yeerongpilly,4105,-27.525137,153.01403
Yeronga  station,Fairfield Road,Yeronga,4104,-27.517587,153.01703
Zillmere  station,Zillmere Road,Zillmere,4034,-27.359156,153.03702
Aspley Bus Interchange,"Pick 'n Pay Hypermarket, Albany Creek Rd",Aspley,4034,-27.363956,153.01285
Boggo Road Busway,Quarry Street,Woolloongabba,4102,-27.494044,153.0306
Bribie Island Park n Ride,"Cnr Village and Victory Road, Bongaree",Bribie Island,4507,-27.065605,153.1595
Brookside Bus Interchange,Brookside Shopping Centre,Mitchelton,4053,-27.409799,152.97823
Browns Plains Interchange,Need to be added - find address and naming convention please :),Browns Plains,4118,-27.661367,153.04189
Buranda busway station,O'Keefe Street,Buranda,4102,-27.497029,153.03918
Cannon Hill Bus Interchange,"Cannon Hill Shopping Centre, Creek Road",Cannon Hill,4170,-27.470643,153.09662
Capalaba Bus Interchange,Redland Bay Road,Capalaba,4157,-27.52345,153.19193
Carindale Bus Interchange,Westfield Carindale Shopping Centre,Carindale,4152,-27.50339,153.10293
Chermside Interchange busway station,corner Gympie and Hamilton Roads,Chermside,4032,-27.385601,153.03165
Cultural Centre busway station,corner of Grey and Melbourne Streets,South Brisbane,4101,-27.473715,153.01856
Eight Mile Plains Busway,Eight Mile Plains Busway Station,Eight Mile Plains,4113,-27.578465,153.10177
Garden City bus interchange,South East Freeway near Garden City Shopping Centre,Upper Mt Gravatt,4122,-27.563517,153.08068
Greenslopes Busway,Barnsdale Place,Greenslopes,4120,-27.511592,153.04086
Griffith University busway station,access to Plaza from roundabout at bottom of Sports Road ,Mt Gravatt,4122,-27.546621,153.06444
Holland Park Busway,Holland Park Busway Station,Holland Park,4121,-27.528343,153.05727
Indooroopilly Shopping Centre,"Indooroopilly Bus Interchange, Station Rd",Indooroopilly,4068,-27.50094,152.97195
Kawana Shoppingword Interchange,Buddina QLD,Kawana,4575,-26.701729,153.13073
Kedron Brook,Perry St,Kedron,4032,-27.395083,153.01478
King George Square busway station,corner Ann and Roma Streets,Brisbane,4000,-27.468462,153.02396
Langlands Park,Cnr Old Cleveland Road and Mains Road,Coorparoo,4151,-27.498516,153.0497
Loganholme Bus Interchange,Cnr Service Rd and Mandew St,Loganholme,4129,-27.660469,153.1736
Lutwyche,Lamington Street,Lutwyche,4030,-27.420333,153.03448
Maroochydore Bus Interchange,"Sunshine Plaza, Horton Parade",Maroochydore,4558,-26.654324,153.09063
Mater Hill busway station,"Stanley Street, opposite Mater Public Hospital",South Brisbane,4101,-27.484485,153.02829
Noosa Junction Bus Interchange,"Noosa Junction, Sunshine Beach Road and Lanyana Way",Noosa Heads,4567,-26.399021,153.09281
Normanby Busway,Normanby Busway Station,Red Hill,4059,-27.45907,153.01486
North Lakes Bus Interchange,Corner of Endavour Boulevard and The Corso,North Lakes,4509,-27.237879,153.01756
PA Hospital Busway,"PA Hospital, Ipswich Road",Woolloongabba,4102,-27.498955,153.03344
Queen Street Mall,"Myer Centre Busway, Queen Street",Brisbane,4000,-27.469587,153.02526
QUT Kelvin Grove busway station,between University and Victoria Park Golf Course,Kelvin Grove,4059,-27.452195,153.01823
RBWH busway station,Bowen Bridge Road,Herston,4006,-27.447118,153.02884
Redcliffe Interchange,"LOT 631 Redcliffe Parade, Redcliffe QLD 4020",Redcliffe,4020,-27.225403,153.11457
Roma Street Busway,Roma Street Busway Station,Brisbane,4000,-27.465855,153.01834
Royal Childrens Hospital Busway,Royal Childrens Hospital,Herston,4006,-27.449785,153.02532
South Bank busway station,corner of Tribune Street and Colchester Streets,South Brisbane,4101,-27.481243,153.02228
Springwood Busway Station,Springwood Busway Station,Springwood,4127,-27.615073,153.12495
Stones Corner,Gladys Street,Stones Corner,4120,-27.497812,153.04399
The Gap Interchange,Enoggera Reservoir QLD 4520,The Gap,4061,-27.445578,152.93057
Toombul Bus Interchange,Toombul Shopping Centre,Toombul,4012,-27.408265,153.06012
UQ Chancellor,University of Qld,St Lucia,4067,-27.495431,153.01203
UQ Lakes,University of Qld,St Lucia,4067,-27.497704,153.01795
USC Station,90 Sippy Downs Dr,Sippy Downs,4556,-26.718462,153.06177
Woolloongabba busway station,corner of Main Street and Stanley Streets,Woolloongabba,4102,-27.486045,153.03483
Nerang Street Station,Corner Nerang Street and Cougal Street,Southport ,4215,-27.971116,153.40755
Broadbeach North,Corner Gold Coast Highway and Queensland Ave,Broadbeach,4218,-28.028599,153.42979
Broadbeach South,Corner Gold Coast Highway and Hooker Boulevard,Broadbeach,4218,-28.035763,153.43111
Broadwater Parklands Station,Corner Queen St and Ada Bell Way,Southport ,4215,-27.97349,153.41896
Cavill Avenue Station,Corner Surfers Paradise Boulevard and Cavill Ave,Surfers Paradise,4217,-28.001657,153.42831
Cypress Ave Station,Corner Surfers Paradise Boulevard and Palm Ave,Surfers Paradise,4217,-27.996725,153.42908
Florida Gardens,Corner Gold Coast Highway and Monaco Street,Surfers Paradise,4217,-28.017389,153.42928
Gold Coast University Hospital Station,Corner Parklands Drive and University Drive,Southport ,4215,-27.96073,153.38054
Griffith University Station,Corner Parklands Drive and Engineering Drive,Southport ,4215,-27.963455,153.38487
Main Beach Station,Corner Gold Coast Highway and Tedder Ave,Main Beach,4217,-27.98252,153.42438
Northcliffe Station,Corner Surfers Paradise Boulevard and Vista Street,Surfers Paradise,4217,-28.009658,153.42948
Queen Street Station,Corner Wardoo St and Queen Street ,Southport ,4215,-27.970178,153.39389
Southport South Station,Corner Scarborough Street and Queen Street,Southport ,4215,-27.973279,153.41581
Southport Station,Corner Nerang Street and Scarborough Street,Southport ,4215,-27.967396,153.41426
Surfers Paradise North Station,Corner Surfers Paradise Boulevard and Ocean Ave,Surfers Paradise,4217,-27.993319,153.42936
Surfers Paradise Station,Corner Surfers Paradise Boulevard and Clifford Street,Surfers Paradise,4217,-28.005773,153.42895
